pig_age_days,avg_weight,feed_quantity,number_of_feeding_per_day,feeding_time_1,feeding_time_2,feeding_time_3,pen_capacity,pen_status,growth_stage,feed_type,device_code,repeat_days
146,80.63,6.36,3,6:27 am,12:53 pm,16:25 pm,10,active,hog finisher,hog finisher,auto_feeder_v1,everyday
169,93.27,5.74,3,7:09 am,11:52 am,16:00 pm,11,active,hog finisher,hog finisher,manual,everyday
60,31.97,2.23,3,7:36 am,12:15 pm,16:54 pm,10,inactive,hog starter,hog starter,auto_feeder_v2,everyday
110,59.87,5.46,3,5:32 am,12:19 pm,18:51 pm,10,active,hog grower,hog grower,auto_feeder_v2,everyday
118,66.01,3.61,3,7:48 am,11:16 am,17:59 pm,5,active,hog grower,hog grower,manual,everyday
61,34.44,3.0,3,5:31 am,12:43 pm,16:41 pm,18,active,hog starter,hog starter,auto_feeder_v1,everyday
166,89.82,6.44,3,5:15 am,11:23 am,18:51 pm,14,active,hog finisher,hog finisher,auto_feeder_v1,everyday
123,66.83,3.56,3,7:44 am,11:50 am,17:19 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
121,66.82,3.61,3,6:18 am,12:14 pm,16:31 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
166,92.8,6.93,3,7:07 am,12:08 pm,16:26 pm,5,active,hog finisher,hog finisher,auto_feeder_v2,everyday
123,68.27,3.58,3,6:39 am,12:31 pm,18:59 pm,14,active,hog grower,hog grower,manual,everyday
59,31.17,3.05,3,7:24 am,11:47 am,18:01 pm,5,inactive,hog starter,hog starter,auto_feeder_v2,everyday
59,32.83,2.84,3,7:54 am,12:18 pm,17:13 pm,11,inactive,hog starter,hog starter,auto_feeder_v2,everyday
146,79.88,5.66,3,7:10 am,12:05 pm,17:19 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
105,58.12,5.34,3,6:14 am,12:49 pm,17:16 pm,12,active,hog grower,hog grower,manual,everyday
168,93.37,6.14,3,5:09 am,12:50 pm,17:09 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
56,29.79,2.06,3,6:56 am,12:49 pm,16:28 pm,7,active,hog starter,hog starter,auto_feeder_v1,everyday
60,31.7,2.46,3,5:23 am,11:31 am,16:36 pm,19,active,hog starter,hog starter,auto_feeder_v2,everyday
95,52.14,5.37,3,6:18 am,12:07 pm,18:03 pm,6,inactive,hog grower,hog grower,auto_feeder_v1,everyday
89,49.91,3.91,3,7:10 am,11:38 am,18:57 pm,8,active,hog grower,hog grower,auto_feeder_v2,everyday
71,38.52,2.55,3,5:07 am,11:21 am,18:52 pm,11,active,hog starter,hog starter,manual,everyday
55,30.94,2.24,3,5:25 am,11:09 am,17:12 pm,14,active,hog starter,hog starter,auto_feeder_v2,everyday
99,55.86,4.93,3,6:17 am,12:57 pm,18:38 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
96,53.6,4.86,3,6:44 am,11:39 am,17:00 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
63,35.28,2.97,3,6:46 am,11:08 am,17:34 pm,14,active,hog starter,hog starter,auto_feeder_v1,everyday
137,74.3,5.92,3,7:54 am,12:20 pm,17:06 pm,12,active,hog finisher,hog finisher,manual,everyday
62,35.07,3.24,3,7:29 am,11:01 am,16:18 pm,20,inactive,hog starter,hog starter,auto_feeder_v1,everyday
57,31.49,3.38,3,5:12 am,12:57 pm,18:44 pm,10,inactive,hog starter,hog starter,manual,everyday
131,70.95,6.39,3,6:43 am,12:35 pm,16:55 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
96,51.71,5.13,3,5:53 am,11:26 am,18:55 pm,15,active,hog grower,hog grower,auto_feeder_v2,everyday
117,65.78,3.74,3,5:28 am,11:30 am,17:45 pm,9,inactive,hog grower,hog grower,manual,everyday
104,56.13,3.81,3,5:25 am,11:31 am,16:54 pm,9,active,hog grower,hog grower,manual,everyday
83,46.23,3.94,3,7:44 am,12:01 pm,18:46 pm,8,active,hog grower,hog grower,auto_feeder_v2,everyday
124,66.7,4.19,3,5:44 am,11:39 am,18:03 pm,17,active,hog grower,hog grower,manual,everyday
63,33.15,2.54,3,6:22 am,12:16 pm,16:29 pm,16,active,hog starter,hog starter,auto_feeder_v2,everyday
92,51.4,5.39,3,6:26 am,11:08 am,18:56 pm,12,active,hog grower,hog grower,auto_feeder_v2,everyday
170,94.01,5.99,3,6:33 am,11:58 am,16:17 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
141,76.66,6.89,3,5:30 am,11:26 am,18:09 pm,6,active,hog finisher,hog finisher,auto_feeder_v2,everyday
156,84.31,5.6,3,6:29 am,12:13 pm,18:09 pm,8,active,hog finisher,hog finisher,auto_feeder_v1,everyday
106,56.93,4.39,3,7:38 am,12:36 pm,17:48 pm,8,active,hog grower,hog grower,manual,everyday
134,72.88,6.37,3,6:42 am,12:02 pm,16:20 pm,7,active,hog finisher,hog finisher,manual,everyday
44,24.69,1.61,3,5:48 am,12:09 pm,16:54 pm,16,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
85,46.66,4.15,3,5:50 am,12:14 pm,16:33 pm,7,active,hog grower,hog grower,manual,everyday
154,83.58,5.98,3,6:17 am,12:38 pm,16:07 pm,13,active,hog finisher,hog finisher,auto_feeder_v1,everyday
149,81.5,6.81,3,5:17 am,12:52 pm,16:07 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
171,95.05,6.8,3,5:36 am,11:38 am,17:55 pm,16,active,hog finisher,hog finisher,manual,everyday
69,38.63,2.15,3,5:36 am,12:58 pm,17:13 pm,7,active,hog starter,hog starter,auto_feeder_v1,everyday
54,28.36,2.17,3,7:25 am,12:36 pm,17:21 pm,15,active,hog starter,hog starter,auto_feeder_v2,everyday
153,83.76,6.94,3,7:50 am,11:40 am,16:01 pm,9,active,hog finisher,hog finisher,auto_feeder_v1,everyday
40,23.25,1.28,3,5:35 am,11:08 am,17:40 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
130,71.21,4.84,3,6:45 am,11:23 am,18:45 pm,6,active,hog grower,hog grower,manual,everyday
180,100.04,6.32,3,5:35 am,11:43 am,18:01 pm,8,active,hog finisher,hog finisher,manual,everyday
164,91.62,6.83,3,7:09 am,12:08 pm,18:34 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
127,68.75,4.39,3,5:18 am,11:34 am,16:07 pm,11,active,hog grower,hog grower,manual,everyday
88,47.22,4.4,3,7:28 am,11:09 am,16:12 pm,12,active,hog grower,hog grower,manual,everyday
128,70.95,5.47,3,5:53 am,11:16 am,16:05 pm,6,active,hog grower,hog grower,auto_feeder_v2,everyday
152,82.49,6.88,3,6:25 am,11:32 am,17:30 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
171,94.89,6.75,3,7:59 am,12:30 pm,17:32 pm,19,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
108,57.94,4.8,3,5:48 am,11:16 am,16:49 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
83,45.37,4.75,3,7:16 am,12:53 pm,17:06 pm,16,active,hog grower,hog grower,manual,everyday
111,61.86,5.36,3,7:43 am,11:30 am,18:56 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
179,98.22,5.7,3,6:57 am,12:41 pm,18:05 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
71,37.89,2.66,3,5:56 am,11:12 am,18:07 pm,15,active,hog starter,hog starter,manual,everyday
86,47.82,5.2,3,5:32 am,12:43 pm,18:23 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
123,67.35,3.99,3,7:59 am,12:54 pm,17:29 pm,8,active,hog grower,hog grower,auto_feeder_v1,everyday
66,35.85,2.94,3,7:37 am,12:36 pm,17:22 pm,17,active,hog starter,hog starter,auto_feeder_v1,everyday
46,25.81,1.7,3,6:39 am,12:07 pm,17:03 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
64,34.97,2.66,3,5:08 am,11:10 am,16:07 pm,9,active,hog starter,hog starter,auto_feeder_v2,everyday
127,69.28,4.09,3,5:12 am,11:58 am,16:09 pm,12,active,hog grower,hog grower,manual,everyday
100,55.51,3.61,3,5:09 am,12:28 pm,16:56 pm,15,inactive,hog grower,hog grower,manual,everyday
46,24.86,1.41,3,7:52 am,12:32 pm,18:58 pm,15,active,hog pre-starter,hog pre-starter,manual,everyday
107,59.38,4.08,3,5:45 am,12:15 pm,17:48 pm,19,active,hog grower,hog grower,auto_feeder_v1,everyday
54,30.79,3.09,3,6:25 am,11:27 am,16:15 pm,14,active,hog starter,hog starter,auto_feeder_v1,everyday
50,28.49,1.23,3,6:23 am,12:00 pm,17:29 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
77,42.49,3.24,3,5:46 am,12:42 pm,17:50 pm,17,active,hog starter,hog starter,manual,everyday
43,22.48,1.34,3,7:20 am,12:01 pm,16:16 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
123,66.99,4.26,3,6:01 am,11:30 am,18:33 pm,11,active,hog grower,hog grower,auto_feeder_v1,everyday
61,33.08,2.17,3,6:24 am,12:46 pm,18:28 pm,19,active,hog starter,hog starter,auto_feeder_v1,everyday
44,25.18,1.71,3,6:36 am,12:09 pm,16:33 pm,19,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
94,50.78,5.07,3,7:48 am,11:59 am,17:23 pm,11,inactive,hog grower,hog grower,auto_feeder_v1,everyday
106,59.2,4.09,3,7:58 am,12:50 pm,16:37 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
101,55.65,4.12,3,6:19 am,11:14 am,18:40 pm,10,active,hog grower,hog grower,manual,everyday
54,30.18,2.09,3,5:14 am,12:39 pm,16:22 pm,15,active,hog starter,hog starter,auto_feeder_v1,everyday
176,98.11,6.59,3,7:03 am,12:55 pm,17:02 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
163,91.09,5.63,3,6:54 am,11:42 am,18:21 pm,11,active,hog finisher,hog finisher,auto_feeder_v1,everyday
144,79.87,6.33,3,5:12 am,11:07 am,18:59 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
96,52.4,4.61,3,5:25 am,12:25 pm,17:25 pm,19,active,hog grower,hog grower,manual,everyday
142,79.09,5.73,3,6:25 am,12:26 pm,18:06 pm,12,active,hog finisher,hog finisher,manual,everyday
52,27.71,3.42,3,6:41 am,12:05 pm,18:05 pm,13,active,hog starter,hog starter,auto_feeder_v1,everyday
62,35.37,2.85,3,7:20 am,11:08 am,18:26 pm,14,active,hog starter,hog starter,auto_feeder_v2,everyday
57,31.06,3.45,3,7:00 am,12:32 pm,16:15 pm,16,inactive,hog starter,hog starter,manual,everyday
58,30.46,3.5,3,5:47 am,11:47 am,18:33 pm,12,active,hog starter,hog starter,auto_feeder_v1,everyday
104,57.27,4.98,3,6:34 am,12:24 pm,16:52 pm,9,inactive,hog grower,hog grower,manual,everyday
79,42.57,3.2,3,5:53 am,11:48 am,16:58 pm,15,active,hog starter,hog starter,manual,everyday
105,57.7,5.09,3,7:40 am,12:47 pm,18:31 pm,8,active,hog grower,hog grower,auto_feeder_v2,everyday
83,44.6,4.93,3,7:20 am,11:53 am,16:01 pm,7,active,hog grower,hog grower,manual,everyday
125,69.33,4.04,3,6:32 am,11:41 am,17:17 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
127,70.79,4.2,3,5:11 am,12:20 pm,17:18 pm,6,active,hog grower,hog grower,manual,everyday
132,71.58,6.67,3,6:34 am,12:16 pm,16:08 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
155,85.0,6.15,3,7:59 am,12:33 pm,18:36 pm,15,active,hog finisher,hog finisher,manual,everyday
136,76.28,6.42,3,7:40 am,11:52 am,18:06 pm,9,active,hog finisher,hog finisher,auto_feeder_v1,everyday
45,24.45,1.71,3,7:32 am,12:45 pm,17:22 pm,8,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
159,87.95,6.62,3,5:05 am,11:51 am,16:53 pm,13,active,hog finisher,hog finisher,manual,everyday
114,63.83,4.3,3,5:20 am,12:53 pm,18:47 pm,10,active,hog grower,hog grower,manual,everyday
161,88.59,5.97,3,7:33 am,12:18 pm,18:56 pm,10,active,hog finisher,hog finisher,auto_feeder_v1,everyday
113,61.48,5.07,3,5:16 am,12:54 pm,17:17 pm,6,active,hog grower,hog grower,manual,everyday
43,24.71,1.31,3,6:02 am,11:21 am,16:24 pm,11,active,hog pre-starter,hog pre-starter,manual,everyday
49,27.49,1.77,3,6:22 am,12:48 pm,17:16 pm,15,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
88,46.97,3.94,3,6:00 am,11:06 am,17:02 pm,18,active,hog grower,hog grower,auto_feeder_v2,everyday
122,67.78,4.4,3,6:03 am,12:23 pm,16:33 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
171,94.61,6.0,3,5:11 am,12:15 pm,16:53 pm,7,active,hog finisher,hog finisher,auto_feeder_v1,everyday
88,49.53,4.05,3,6:45 am,11:05 am,18:30 pm,16,active,hog grower,hog grower,auto_feeder_v2,everyday
141,76.95,6.87,3,7:27 am,11:39 am,18:54 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
93,52.25,4.47,3,5:00 am,12:49 pm,17:22 pm,20,active,hog grower,hog grower,manual,everyday
59,31.03,2.69,3,7:15 am,11:14 am,17:48 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
64,35.39,3.17,3,7:25 am,12:12 pm,16:15 pm,6,active,hog starter,hog starter,auto_feeder_v1,everyday
63,35.35,2.97,3,6:21 am,12:45 pm,16:32 pm,10,active,hog starter,hog starter,auto_feeder_v1,everyday
100,56.32,3.97,3,6:32 am,12:06 pm,16:28 pm,5,active,hog grower,hog grower,manual,everyday
176,98.15,5.98,3,5:27 am,12:32 pm,18:18 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
57,31.57,3.2,3,7:13 am,11:20 am,16:41 pm,11,active,hog starter,hog starter,manual,everyday
101,54.17,5.23,3,5:23 am,11:15 am,17:50 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
43,24.4,1.42,3,7:17 am,12:21 pm,18:03 pm,15,active,hog pre-starter,hog pre-starter,manual,everyday
140,77.86,6.68,3,5:48 am,12:49 pm,18:58 pm,14,active,hog finisher,hog finisher,manual,everyday
179,99.51,5.53,3,7:41 am,11:10 am,17:00 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
145,80.9,6.23,3,6:33 am,11:49 am,18:21 pm,11,active,hog finisher,hog finisher,auto_feeder_v1,everyday
57,31.56,3.3,3,6:38 am,11:48 am,18:02 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
126,69.13,5.36,3,5:41 am,12:28 pm,17:15 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
95,53.02,3.71,3,6:45 am,12:22 pm,17:07 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
122,66.11,3.82,3,5:19 am,11:47 am,17:58 pm,6,active,hog grower,hog grower,auto_feeder_v1,everyday
130,71.39,3.95,3,5:03 am,11:57 am,17:33 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
52,28.61,2.29,3,7:20 am,12:06 pm,17:10 pm,12,active,hog starter,hog starter,auto_feeder_v1,everyday
42,24.15,1.77,3,6:09 am,12:35 pm,18:37 pm,11,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
58,31.25,2.89,3,6:01 am,12:15 pm,17:34 pm,13,inactive,hog starter,hog starter,auto_feeder_v1,everyday
113,62.26,4.9,3,5:26 am,11:19 am,17:27 pm,15,active,hog grower,hog grower,manual,everyday
119,64.78,4.73,3,6:04 am,12:35 pm,17:17 pm,6,active,hog grower,hog grower,manual,everyday
120,67.07,4.07,3,6:24 am,12:57 pm,18:55 pm,9,active,hog grower,hog grower,manual,everyday
175,96.62,6.29,3,7:46 am,12:51 pm,18:08 pm,19,active,hog finisher,hog finisher,auto_feeder_v2,everyday
161,87.78,6.32,3,7:58 am,11:25 am,17:29 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
146,79.43,6.94,3,6:43 am,12:39 pm,17:24 pm,17,active,hog finisher,hog finisher,auto_feeder_v2,everyday
51,29.44,3.43,3,5:16 am,11:59 am,16:07 pm,12,active,hog starter,hog starter,auto_feeder_v2,everyday
81,43.1,5.47,3,5:45 am,11:20 am,16:28 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
160,87.51,6.22,3,6:08 am,11:13 am,16:12 pm,13,active,hog finisher,hog finisher,manual,everyday
130,71.92,4.73,3,7:37 am,12:03 pm,18:48 pm,8,active,hog grower,hog grower,auto_feeder_v1,everyday
152,83.78,5.77,3,5:19 am,11:09 am,16:04 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
159,86.83,5.76,3,7:20 am,12:44 pm,17:20 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
45,25.79,1.6,3,5:58 am,12:46 pm,16:17 pm,12,active,hog pre-starter,hog pre-starter,manual,everyday
49,28.17,1.28,3,7:59 am,12:31 pm,18:42 pm,10,inactive,hog pre-starter,hog pre-starter,manual,everyday
67,35.82,3.41,3,5:00 am,11:13 am,16:59 pm,5,active,hog starter,hog starter,auto_feeder_v2,everyday
100,55.23,3.96,3,7:12 am,12:54 pm,17:57 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
128,71.44,4.27,3,5:08 am,11:24 am,17:42 pm,18,active,hog grower,hog grower,auto_feeder_v2,everyday
92,51.5,4.68,3,7:44 am,12:54 pm,17:14 pm,9,active,hog grower,hog grower,manual,everyday
48,25.98,1.22,3,5:01 am,12:33 pm,18:26 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
122,65.83,5.38,3,5:50 am,11:31 am,17:13 pm,7,active,hog grower,hog grower,manual,everyday
109,58.62,4.72,3,7:03 am,11:08 am,17:48 pm,8,active,hog grower,hog grower,manual,everyday
117,65.25,5.29,3,5:55 am,11:15 am,18:23 pm,17,active,hog grower,hog grower,manual,everyday
35,20.06,1.43,3,5:41 am,11:13 am,16:04 pm,7,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
113,62.18,5.43,3,7:15 am,11:05 am,17:20 pm,10,active,hog grower,hog grower,manual,everyday
140,75.9,6.32,3,5:14 am,11:37 am,17:31 pm,12,active,hog finisher,hog finisher,manual,everyday
96,53.21,5.44,3,5:15 am,12:37 pm,17:41 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
148,81.6,6.16,3,7:00 am,11:00 am,16:38 pm,17,active,hog finisher,hog finisher,manual,everyday
146,80.91,6.39,3,5:11 am,12:03 pm,16:52 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
90,48.87,4.46,3,7:50 am,11:35 am,16:49 pm,7,inactive,hog grower,hog grower,manual,everyday
145,79.8,6.79,3,5:39 am,12:31 pm,16:23 pm,17,active,hog finisher,hog finisher,manual,everyday
52,29.91,2.47,3,7:18 am,12:24 pm,18:35 pm,20,active,hog starter,hog starter,manual,everyday
59,33.41,2.73,3,5:33 am,11:17 am,17:06 pm,18,active,hog starter,hog starter,manual,everyday
59,32.5,3.48,3,7:16 am,12:20 pm,18:40 pm,5,active,hog starter,hog starter,auto_feeder_v1,everyday
93,52.17,3.92,3,6:49 am,12:24 pm,16:21 pm,14,active,hog grower,hog grower,auto_feeder_v1,everyday
72,40.5,2.91,3,6:02 am,11:30 am,18:45 pm,17,active,hog starter,hog starter,manual,everyday
53,30.54,3.07,3,6:34 am,11:22 am,18:22 pm,18,active,hog starter,hog starter,manual,everyday
100,56.45,4.58,3,7:28 am,11:44 am,17:49 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
106,57.62,3.94,3,5:38 am,12:46 pm,17:40 pm,16,inactive,hog grower,hog grower,auto_feeder_v2,everyday
165,89.55,6.7,3,5:14 am,11:10 am,18:40 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
147,79.71,6.87,3,7:20 am,12:45 pm,17:41 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
157,85.68,6.83,3,6:23 am,12:47 pm,16:04 pm,5,active,hog finisher,hog finisher,manual,everyday
76,41.51,2.97,3,7:49 am,11:46 am,16:40 pm,6,inactive,hog starter,hog starter,auto_feeder_v1,everyday
31,16.96,1.68,3,7:58 am,12:51 pm,17:56 pm,20,active,hog pre-starter,hog pre-starter,manual,everyday
158,86.48,6.23,3,5:25 am,12:49 pm,18:14 pm,11,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
39,22.77,1.27,3,6:16 am,12:02 pm,17:54 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
113,63.07,4.66,3,6:50 am,12:31 pm,17:05 pm,15,active,hog grower,hog grower,manual,everyday
102,54.62,3.54,3,5:02 am,12:23 pm,16:39 pm,19,active,hog grower,hog grower,auto_feeder_v1,everyday
174,95.02,6.07,3,5:27 am,11:45 am,16:46 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
111,61.33,5.45,3,6:58 am,12:22 pm,16:58 pm,17,inactive,hog grower,hog grower,manual,everyday
59,32.54,2.96,3,6:59 am,11:15 am,18:51 pm,17,active,hog starter,hog starter,manual,everyday
150,83.4,6.73,3,6:16 am,12:34 pm,17:07 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
106,57.98,4.2,3,6:27 am,11:40 am,16:33 pm,11,active,hog grower,hog grower,manual,everyday
115,63.97,4.76,3,7:13 am,12:58 pm,17:01 pm,12,active,hog grower,hog grower,auto_feeder_v2,everyday
103,56.51,3.54,3,7:52 am,12:39 pm,18:34 pm,15,inactive,hog grower,hog grower,manual,everyday
155,84.02,5.98,3,5:11 am,12:27 pm,18:37 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
52,29.3,2.14,3,7:37 am,12:31 pm,16:33 pm,7,active,hog starter,hog starter,auto_feeder_v2,everyday
125,69.76,4.09,3,6:26 am,12:18 pm,16:43 pm,11,active,hog grower,hog grower,auto_feeder_v2,everyday
180,97.79,6.33,3,6:02 am,12:18 pm,16:14 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
85,46.6,5.21,3,6:30 am,12:46 pm,16:16 pm,11,active,hog grower,hog grower,auto_feeder_v2,everyday
34,19.92,1.46,3,5:23 am,11:53 am,17:51 pm,9,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
107,57.54,4.44,3,5:13 am,11:12 am,16:47 pm,14,inactive,hog grower,hog grower,auto_feeder_v2,everyday
137,74.27,5.63,3,6:00 am,12:40 pm,18:17 pm,18,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
110,59.95,5.2,3,5:36 am,11:45 am,18:23 pm,9,active,hog grower,hog grower,manual,everyday
74,39.94,3.46,3,7:57 am,12:52 pm,16:37 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
162,88.3,5.78,3,6:58 am,12:51 pm,18:23 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
35,19.5,1.29,3,6:35 am,11:34 am,18:12 pm,10,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
140,77.56,6.85,3,5:07 am,11:34 am,17:08 pm,6,active,hog finisher,hog finisher,manual,everyday
142,79.05,6.04,3,6:58 am,11:07 am,16:21 pm,17,active,hog finisher,hog finisher,manual,everyday
144,78.67,6.75,3,5:09 am,11:53 am,18:38 pm,14,active,hog finisher,hog finisher,auto_feeder_v1,everyday
49,27.97,1.31,3,5:19 am,11:08 am,16:11 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
81,44.56,4.21,3,5:43 am,12:54 pm,17:29 pm,8,active,hog grower,hog grower,manual,everyday
106,56.88,4.62,3,6:36 am,11:19 am,18:33 pm,5,active,hog grower,hog grower,manual,everyday
137,74.69,7.0,3,6:45 am,12:06 pm,17:50 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
127,70.92,4.22,3,7:39 am,11:23 am,18:12 pm,19,active,hog grower,hog grower,manual,everyday
122,66.07,3.93,3,7:27 am,12:44 pm,18:49 pm,5,active,hog grower,hog grower,manual,everyday
40,22.61,1.34,3,7:48 am,11:39 am,17:21 pm,7,active,hog pre-starter,hog pre-starter,manual,everyday
169,93.64,5.66,3,5:50 am,12:02 pm,17:16 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
88,47.19,4.72,3,5:34 am,11:49 am,18:15 pm,17,active,hog grower,hog grower,manual,everyday
170,94.34,6.32,3,5:28 am,11:36 am,16:34 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
98,53.96,4.19,3,5:36 am,12:21 pm,17:36 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
40,20.93,1.33,3,6:53 am,12:57 pm,16:00 pm,20,inactive,hog pre-starter,hog pre-starter,manual,everyday
133,73.98,6.91,3,5:20 am,11:15 am,16:07 pm,20,active,hog finisher,hog finisher,auto_feeder_v2,everyday
177,96.58,5.53,3,7:52 am,11:02 am,18:23 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
51,26.57,2.13,3,6:55 am,11:23 am,16:34 pm,17,active,hog starter,hog starter,manual,everyday
129,69.73,5.31,3,7:55 am,12:25 pm,17:48 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
95,52.84,3.55,3,6:47 am,12:41 pm,16:25 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
172,93.61,6.43,3,5:35 am,11:32 am,16:50 pm,11,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
147,82.06,6.02,3,5:19 am,11:20 am,16:28 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
69,37.01,3.49,3,5:48 am,11:29 am,18:06 pm,10,active,hog starter,hog starter,manual,everyday
102,55.68,3.5,3,6:40 am,11:10 am,16:52 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
116,64.2,3.54,3,7:58 am,11:51 am,17:19 pm,8,active,hog grower,hog grower,manual,everyday
70,37.04,2.44,3,5:59 am,12:36 pm,18:49 pm,17,inactive,hog starter,hog starter,manual,everyday
76,43.27,2.1,3,6:30 am,11:51 am,17:10 pm,17,active,hog starter,hog starter,auto_feeder_v1,everyday
109,59.22,5.41,3,6:48 am,12:42 pm,17:28 pm,20,active,hog grower,hog grower,auto_feeder_v1,everyday
74,39.35,3.26,3,6:05 am,12:03 pm,18:20 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
165,90.35,6.85,3,6:29 am,11:18 am,16:54 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
81,43.19,5.27,3,5:18 am,11:14 am,16:59 pm,13,active,hog grower,hog grower,manual,everyday
160,88.92,5.55,3,5:13 am,11:46 am,18:43 pm,11,active,hog finisher,hog finisher,manual,everyday
158,85.92,6.34,3,7:59 am,11:23 am,17:29 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
108,59.99,3.64,3,5:17 am,11:12 am,17:50 pm,11,active,hog grower,hog grower,auto_feeder_v1,everyday
91,49.74,5.24,3,5:53 am,12:14 pm,18:37 pm,5,inactive,hog grower,hog grower,manual,everyday
33,18.54,1.37,3,6:20 am,12:20 pm,17:05 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
44,23.58,1.7,3,7:15 am,12:27 pm,17:48 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
109,59.43,4.35,3,6:37 am,12:37 pm,16:49 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
